,link,title,year,country,genre,rating,director,director_bio,birthday,death
421,https://www.ivi.ru//watch/414380,"Мама, я женюсь!",2014,Россия,Мелодрамы,6.7,Петр Степин,"{'id': 233626, 'name': 'Петр Степин', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/06e4e7a8-657b-41be-9786-4df3cd9fdbf9/orig', 'sex': 'Мужской', 'growth': 188, 'birthday': '1969-04-10T00:00:00.000Z', 'death': '', 'age': 55}",1969-04-10,
422,https://www.ivi.ru//watch/133299,Ледокол,2016,Россия,Катастрофы,8.0,Николай Хомерики,"{'id': 868523, 'name': 'Николай Хомерики', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/a114fbcd-6ae4-4ae9-9ebe-1c94a8085bff/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1975-04-17T00:00:00.000Z', 'death': '', 'age': 49}",1975-04-17,
423,https://www.ivi.ru//watch/487282,Моя ужасная сестра,2022,Россия,Комедии,7.9,Александр Галибин,"{'id': 2725340, 'name': 'Александр Галибин', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
424,https://www.ivi.ru//watch/207342,Любовницы,2019,Россия,Комедии,7.2,Елена Хазанова,"{'id': 4105058, 'name': 'Елена Хазанова', 'enName': '', 'photo': '', 'sex': 'Женский', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
425,https://www.ivi.ru//watch/467529,Умная Маша,2022,Россия,Комедии,7.3,Андрей Никифоров,"{'id': 4545235, 'name': 'Андрей Никифоров', 'enName': '', 'photo': 'https:https://avatars.mds.yandex.net/get-kinopoisk-image/10893610/1cc45cb9-9636-44f7-b058-06d03c05efba/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1986-02-28T00:00:00.000Z', 'death': '', 'age': 38}",1986-02-28,
426,https://www.ivi.ru//watch/433499,Артек. Большое путешествие,2022,Россия,Комедии,8.5,Карен Захаров,"{'id': 1557058, 'name': 'Карен Захаров', 'enName': '', 'photo': 'https:https://avatars.mds.yandex.net/get-kinopoisk-image/4486454/bad0eb81-f4ea-4f73-8821-010e6e37cf44/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1976-06-21T00:00:00.000Z', 'death': '', 'age': 48}",1976-06-21,
427,https://www.ivi.ru//watch/melodiya-na-dva-golosa,Мелодия на два голоса,2015,Россия,Мелодрамы,7.4,Сергей Мезенцев,"{'id': 2764996, 'name': 'Сергей Мезенцев', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/fc03edd2-bac1-4c29-bfd6-25f91209e500/orig', 'sex': 'Мужской', 'growth': 194, 'birthday': '1982-11-14T00:00:00.000Z', 'death': '', 'age': 42}",1982-11-14,
428,https://www.ivi.ru//watch/t-34-televersiya,Т-34. Полная версия,2020,Россия,Военные,8.7,Алексей Сидоров,"{'id': 2547862, 'name': 'Алексей Сидоров', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
429,https://www.ivi.ru//watch/214951,Бабушка легкого поведения 2,2019,Россия,Комедии,7.9,Марюс Вайсберг,"{'id': 42472, 'name': 'Марюс Вайсберг', 'enName': '', 'photo': 'https:https://avatars.mds.yandex.net/get-kinopoisk-image/4483445/6c8ba565-40d4-4c10-a156-2dc5814d4702/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1971-04-01T00:00:00.000Z', 'death': '', 'age': 53}",1971-04-01,
430,https://www.ivi.ru//watch/po-lyubvi,По любви,2025,Россия,Комедии,7.7,Борис Милованов,"{'id': 5388468, 'name': 'Борис Милованов', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/b6b6fb70-549c-43ac-9028-383dae438366/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1987-05-05T00:00:00.000Z', 'death': '', 'age': 37}",1987-05-05,
431,https://www.ivi.ru//watch/domovenok-kuzya,Домовёнок Кузя,2024,Россия,Комедии,8.2,Виктор Лакисов,"{'id': 1204032, 'name': 'Виктор Лакисов', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/b284b590-3e92-4445-aecd-762db125897a/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1976-07-23T00:00:00.000Z', 'death': '', 'age': 48}",1976-07-23,
432,https://www.ivi.ru//watch/postuchis-v-moyu-tver,Постучись в мою Тверь,2025,Россия,Комедии,7.9,Симон Багдасарян,"{'id': 6628869, 'name': 'Симон Багдасарян', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/15fb8271-4783-4c6c-baab-68a1f5d2dc57/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1990-08-24T00:00:00.000Z', 'death': '', 'age': 34}",1990-08-24,
433,https://www.ivi.ru//watch/bratya-2024,Братья,2024,Россия,Комедии,6.7,Марк Горобец,"{'id': 1818628, 'name': 'Марк Горобец', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/6e400eb3-d7d0-44d4-a112-15084b8a34ed/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1975-05-30T00:00:00.000Z', 'death': '', 'age': 49}",1975-05-30,
434,https://www.ivi.ru//watch/157373,Сдается дом со всеми неудобствами,2016,Россия,Комедии,6.7,Вера Сторожева,"{'id': 231283, 'name': 'Вера Сторожева', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/29d352b6-8437-4971-87ce-c8d923b88ac1/orig', 'sex': 'Женский', 'growth': 0, 'birthday': '1958-09-07T00:00:00.000Z', 'death': '', 'age': 66}",1958-09-07,
435,https://www.ivi.ru//watch/papu-mame-zaverni,Папу маме заверни,2024,Россия,Комедии,7.3,Иван Архипов,"{'id': 5934216, 'name': 'Иван Архипов', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
436,https://www.ivi.ru//watch/181435,Одноклассницы: Новый поворот,2017,Россия,Комедии,7.2,Дмитрий Суворов,"{'id': 290024, 'name': 'Дмитрий Суворов', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '1976-12-22T00:00:00.000Z', 'death': '', 'age': 48}",1976-12-22,
437,https://www.ivi.ru//watch/519572,Праздники,2023,Россия,Комедии,8.0,Борис Дергачев,"{'id': 4306186, 'name': 'Борис Дергачев', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/8a8a476d-cca1-424c-8bc4-1e6fcbeb9e3c/orig', 'sex': 'Мужской', 'growth': 175, 'birthday': '1991-04-13T00:00:00.000Z', 'death': '', 'age': 33}",1991-04-13,
438,https://www.ivi.ru//watch/540613,Схватка,2024,Россия,Боевики,7.6,Дмитрий Клепацкий,"{'id': 1813613, 'name': 'Дмитрий Клепацкий', 'enName': '', 'photo': 'https:https://avatars.mds.yandex.net/get-kinopoisk-image/4483445/ef46c5df-9d48-4aa9-be30-079b98101acf/orig', 'sex': 'Мужской', 'growth': 179, 'birthday': '1972-11-15T00:00:00.000Z', 'death': '', 'age': 52}",1972-11-15,
439,https://www.ivi.ru//watch/151070,Проверка на любовь,2013,Россия,Мелодрамы,7.2,Игорь Войтулевич,"{'id': 2276419, 'name': 'Игорь Войтулевич', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '1958-01-25T00:00:00.000Z', 'death': '2018-08-22T00:00:00.000Z', 'age': 60}",1958-01-25,2018-08-22
440,https://www.ivi.ru//watch/krasotka,Красотка,2013,Россия,Мелодрамы,7.4,Дмитрий Петрунь,"{'id': 1616688, 'name': 'Дмитрий Петрунь', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/6201401/bbfaec7a-0aa2-4e0d-a6f2-93274423a058/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1975-08-16T00:00:00.000Z', 'death': '', 'age': 49}",1975-08-16,
441,https://www.ivi.ru//watch/zyat,Зять,2024,Россия,Комедии,7.4,Анарио Мамедов,"{'id': 1617459, 'name': 'Анарио Мамедов', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1898899/47ffcc4f-8b00-4335-8a2c-bfa02f6f4478/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1978-02-19T00:00:00.000Z', 'death': '', 'age': 46}",1978-02-19,
442,https://www.ivi.ru//watch/227695,Спасите Колю!,2021,Россия,Комедии,7.3,Дмитрий Губарев,"{'id': 4354004, 'name': 'Дмитрий Губарев', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/81a13a24-db5d-41d0-bcf3-1c7e11366a50/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1971-05-30T00:00:00.000Z', 'death': '', 'age': 53}",1971-05-30,
443,https://www.ivi.ru//watch/ispyitanie-aulom,Испытание аулом,2023,Россия,Комедии,8.6,Ислам Сатыров,"{'id': 6866902, 'name': 'Ислам Сатыров', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/10900341/4dbd8739-b941-4d26-92ba-219ce3f98841/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
444,https://www.ivi.ru//watch/436114,Булки,2022,Россия,Комедии,7.3,Олег Асадулин,"{'id': 751571, 'name': 'Олег Асадулин', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/4343eb39-d3a3-48f2-a1ab-27cf168ea533/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1971-10-05T00:00:00.000Z', 'death': '', 'age': 53}",1971-10-05,
445,https://www.ivi.ru//watch/415769,Тень звезды,2020,Россия,Драмы,6.9,Дмитрий Губарев,"{'id': 4354004, 'name': 'Дмитрий Губарев', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/81a13a24-db5d-41d0-bcf3-1c7e11366a50/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1971-05-30T00:00:00.000Z', 'death': '', 'age': 53}",1971-05-30,
446,https://www.ivi.ru//watch/470954,Любовники,2022,Россия,Комедии,7.3,Елена Хазанова,"{'id': 4105058, 'name': 'Елена Хазанова', 'enName': '', 'photo': '', 'sex': 'Женский', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
447,https://www.ivi.ru//watch/436466,Трое,2020,Россия,Драмы,6.6,Анна Меликян,"{'id': 251015, 'name': 'Анна Меликян', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/e44330c1-a78b-4506-b80c-3e0d08eab021/orig', 'sex': 'Женский', 'growth': 0, 'birthday': '1976-02-08T00:00:00.000Z', 'death': '', 'age': 48}",1976-02-08,
448,https://www.ivi.ru//watch/400954,Красавец и чудовище,2014,Россия,Мелодрамы,7.7,Иван Криворучко,"{'id': 1746905, 'name': 'Иван Криворучко', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/644d5d3d-5c03-4111-80f1-600091640209/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
449,https://www.ivi.ru//watch/459158,Приказ «Уничтожить»,2019,Россия,Военные,7.3,Константин Статский,"{'id': 1737878, 'name': 'Константин Статский', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/50ed5737-1d27-4fca-b34d-9875fc3f55e8/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1978-05-29T00:00:00.000Z', 'death': '', 'age': 46}",1978-05-29,
450,https://www.ivi.ru//watch/414380,"Мама, я женюсь!",2014,Россия,Мелодрамы,6.7,Петр Степин,"{'id': 233626, 'name': 'Петр Степин', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/06e4e7a8-657b-41be-9786-4df3cd9fdbf9/orig', 'sex': 'Мужской', 'growth': 188, 'birthday': '1969-04-10T00:00:00.000Z', 'death': '', 'age': 55}",1969-04-10,
451,https://www.ivi.ru//watch/133299,Ледокол,2016,Россия,Катастрофы,8.0,Николай Хомерики,"{'id': 868523, 'name': 'Николай Хомерики', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/a114fbcd-6ae4-4ae9-9ebe-1c94a8085bff/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1975-04-17T00:00:00.000Z', 'death': '', 'age': 49}",1975-04-17,
452,https://www.ivi.ru//watch/487282,Моя ужасная сестра,2022,Россия,Комедии,7.9,Александр Галибин,"{'id': 2725340, 'name': 'Александр Галибин', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
453,https://www.ivi.ru//watch/207342,Любовницы,2019,Россия,Комедии,7.2,Елена Хазанова,"{'id': 4105058, 'name': 'Елена Хазанова', 'enName': '', 'photo': '', 'sex': 'Женский', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
454,https://www.ivi.ru//watch/467529,Умная Маша,2022,Россия,Комедии,7.3,Андрей Никифоров,"{'id': 4545235, 'name': 'Андрей Никифоров', 'enName': '', 'photo': 'https:https://avatars.mds.yandex.net/get-kinopoisk-image/10893610/1cc45cb9-9636-44f7-b058-06d03c05efba/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1986-02-28T00:00:00.000Z', 'death': '', 'age': 38}",1986-02-28,
455,https://www.ivi.ru//watch/433499,Артек. Большое путешествие,2022,Россия,Комедии,8.5,Карен Захаров,"{'id': 1557058, 'name': 'Карен Захаров', 'enName': '', 'photo': 'https:https://avatars.mds.yandex.net/get-kinopoisk-image/4486454/bad0eb81-f4ea-4f73-8821-010e6e37cf44/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1976-06-21T00:00:00.000Z', 'death': '', 'age': 48}",1976-06-21,
456,https://www.ivi.ru//watch/melodiya-na-dva-golosa,Мелодия на два голоса,2015,Россия,Мелодрамы,7.4,Сергей Мезенцев,"{'id': 2764996, 'name': 'Сергей Мезенцев', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/fc03edd2-bac1-4c29-bfd6-25f91209e500/orig', 'sex': 'Мужской', 'growth': 194, 'birthday': '1982-11-14T00:00:00.000Z', 'death': '', 'age': 42}",1982-11-14,
457,https://www.ivi.ru//watch/t-34-televersiya,Т-34. Полная версия,2020,Россия,Военные,8.7,Алексей Сидоров,"{'id': 2547862, 'name': 'Алексей Сидоров', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
458,https://www.ivi.ru//watch/214951,Бабушка легкого поведения 2,2019,Россия,Комедии,7.9,Марюс Вайсберг,"{'id': 42472, 'name': 'Марюс Вайсберг', 'enName': '', 'photo': 'https:https://avatars.mds.yandex.net/get-kinopoisk-image/4483445/6c8ba565-40d4-4c10-a156-2dc5814d4702/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1971-04-01T00:00:00.000Z', 'death': '', 'age': 53}",1971-04-01,
459,https://www.ivi.ru//watch/po-lyubvi,По любви,2025,Россия,Комедии,7.7,Борис Милованов,"{'id': 5388468, 'name': 'Борис Милованов', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/b6b6fb70-549c-43ac-9028-383dae438366/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1987-05-05T00:00:00.000Z', 'death': '', 'age': 37}",1987-05-05,
460,https://www.ivi.ru//watch/domovenok-kuzya,Домовёнок Кузя,2024,Россия,Комедии,8.2,Виктор Лакисов,"{'id': 1204032, 'name': 'Виктор Лакисов', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/b284b590-3e92-4445-aecd-762db125897a/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1976-07-23T00:00:00.000Z', 'death': '', 'age': 48}",1976-07-23,
461,https://www.ivi.ru//watch/postuchis-v-moyu-tver,Постучись в мою Тверь,2025,Россия,Комедии,7.9,Симон Багдасарян,"{'id': 6628869, 'name': 'Симон Багдасарян', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/15fb8271-4783-4c6c-baab-68a1f5d2dc57/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1990-08-24T00:00:00.000Z', 'death': '', 'age': 34}",1990-08-24,
462,https://www.ivi.ru//watch/bratya-2024,Братья,2024,Россия,Комедии,6.7,Марк Горобец,"{'id': 1818628, 'name': 'Марк Горобец', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/6e400eb3-d7d0-44d4-a112-15084b8a34ed/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1975-05-30T00:00:00.000Z', 'death': '', 'age': 49}",1975-05-30,
463,https://www.ivi.ru//watch/157373,Сдается дом со всеми неудобствами,2016,Россия,Комедии,6.7,Вера Сторожева,"{'id': 231283, 'name': 'Вера Сторожева', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/29d352b6-8437-4971-87ce-c8d923b88ac1/orig', 'sex': 'Женский', 'growth': 0, 'birthday': '1958-09-07T00:00:00.000Z', 'death': '', 'age': 66}",1958-09-07,
464,https://www.ivi.ru//watch/papu-mame-zaverni,Папу маме заверни,2024,Россия,Комедии,7.3,Иван Архипов,"{'id': 5934216, 'name': 'Иван Архипов', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
465,https://www.ivi.ru//watch/181435,Одноклассницы: Новый поворот,2017,Россия,Комедии,7.2,Дмитрий Суворов,"{'id': 290024, 'name': 'Дмитрий Суворов', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '1976-12-22T00:00:00.000Z', 'death': '', 'age': 48}",1976-12-22,
466,https://www.ivi.ru//watch/519572,Праздники,2023,Россия,Комедии,8.0,Борис Дергачев,"{'id': 4306186, 'name': 'Борис Дергачев', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/8a8a476d-cca1-424c-8bc4-1e6fcbeb9e3c/orig', 'sex': 'Мужской', 'growth': 175, 'birthday': '1991-04-13T00:00:00.000Z', 'death': '', 'age': 33}",1991-04-13,
467,https://www.ivi.ru//watch/540613,Схватка,2024,Россия,Боевики,7.6,Дмитрий Клепацкий,"{'id': 1813613, 'name': 'Дмитрий Клепацкий', 'enName': '', 'photo': 'https:https://avatars.mds.yandex.net/get-kinopoisk-image/4483445/ef46c5df-9d48-4aa9-be30-079b98101acf/orig', 'sex': 'Мужской', 'growth': 179, 'birthday': '1972-11-15T00:00:00.000Z', 'death': '', 'age': 52}",1972-11-15,
468,https://www.ivi.ru//watch/151070,Проверка на любовь,2013,Россия,Мелодрамы,7.2,Игорь Войтулевич,"{'id': 2276419, 'name': 'Игорь Войтулевич', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '1958-01-25T00:00:00.000Z', 'death': '2018-08-22T00:00:00.000Z', 'age': 60}",1958-01-25,2018-08-22
469,https://www.ivi.ru//watch/krasotka,Красотка,2013,Россия,Мелодрамы,7.4,Дмитрий Петрунь,"{'id': 1616688, 'name': 'Дмитрий Петрунь', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/6201401/bbfaec7a-0aa2-4e0d-a6f2-93274423a058/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1975-08-16T00:00:00.000Z', 'death': '', 'age': 49}",1975-08-16,
470,https://www.ivi.ru//watch/zyat,Зять,2024,Россия,Комедии,7.4,Анарио Мамедов,"{'id': 1617459, 'name': 'Анарио Мамедов', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1898899/47ffcc4f-8b00-4335-8a2c-bfa02f6f4478/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1978-02-19T00:00:00.000Z', 'death': '', 'age': 46}",1978-02-19,
471,https://www.ivi.ru//watch/227695,Спасите Колю!,2021,Россия,Комедии,7.3,Дмитрий Губарев,"{'id': 4354004, 'name': 'Дмитрий Губарев', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/81a13a24-db5d-41d0-bcf3-1c7e11366a50/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1971-05-30T00:00:00.000Z', 'death': '', 'age': 53}",1971-05-30,
472,https://www.ivi.ru//watch/ispyitanie-aulom,Испытание аулом,2023,Россия,Комедии,8.6,Ислам Сатыров,"{'id': 6866902, 'name': 'Ислам Сатыров', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/10900341/4dbd8739-b941-4d26-92ba-219ce3f98841/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
473,https://www.ivi.ru//watch/436114,Булки,2022,Россия,Комедии,7.3,Олег Асадулин,"{'id': 751571, 'name': 'Олег Асадулин', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/4343eb39-d3a3-48f2-a1ab-27cf168ea533/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1971-10-05T00:00:00.000Z', 'death': '', 'age': 53}",1971-10-05,
474,https://www.ivi.ru//watch/415769,Тень звезды,2020,Россия,Драмы,6.9,Дмитрий Губарев,"{'id': 4354004, 'name': 'Дмитрий Губарев', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/81a13a24-db5d-41d0-bcf3-1c7e11366a50/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1971-05-30T00:00:00.000Z', 'death': '', 'age': 53}",1971-05-30,
475,https://www.ivi.ru//watch/470954,Любовники,2022,Россия,Комедии,7.3,Елена Хазанова,"{'id': 4105058, 'name': 'Елена Хазанова', 'enName': '', 'photo': '', 'sex': 'Женский', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
476,https://www.ivi.ru//watch/436466,Трое,2020,Россия,Драмы,6.6,Анна Меликян,"{'id': 251015, 'name': 'Анна Меликян', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/e44330c1-a78b-4506-b80c-3e0d08eab021/orig', 'sex': 'Женский', 'growth': 0, 'birthday': '1976-02-08T00:00:00.000Z', 'death': '', 'age': 48}",1976-02-08,
477,https://www.ivi.ru//watch/400954,Красавец и чудовище,2014,Россия,Мелодрамы,7.7,Иван Криворучко,"{'id': 1746905, 'name': 'Иван Криворучко', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/644d5d3d-5c03-4111-80f1-600091640209/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
478,https://www.ivi.ru//watch/459158,Приказ «Уничтожить»,2019,Россия,Военные,7.3,Константин Статский,"{'id': 1737878, 'name': 'Константин Статский', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/50ed5737-1d27-4fca-b34d-9875fc3f55e8/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1978-05-29T00:00:00.000Z', 'death': '', 'age': 46}",1978-05-29,
479,https://www.ivi.ru//watch/414380,"Мама, я женюсь!",2014,Россия,Мелодрамы,6.7,Петр Степин,"{'id': 233626, 'name': 'Петр Степин', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/06e4e7a8-657b-41be-9786-4df3cd9fdbf9/orig', 'sex': 'Мужской', 'growth': 188, 'birthday': '1969-04-10T00:00:00.000Z', 'death': '', 'age': 55}",1969-04-10,
480,https://www.ivi.ru//watch/133299,Ледокол,2016,Россия,Катастрофы,8.0,Николай Хомерики,"{'id': 868523, 'name': 'Николай Хомерики', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/a114fbcd-6ae4-4ae9-9ebe-1c94a8085bff/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1975-04-17T00:00:00.000Z', 'death': '', 'age': 49}",1975-04-17,
481,https://www.ivi.ru//watch/487282,Моя ужасная сестра,2022,Россия,Комедии,7.9,Александр Галибин,"{'id': 2725340, 'name': 'Александр Галибин', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
482,https://www.ivi.ru//watch/207342,Любовницы,2019,Россия,Комедии,7.2,Елена Хазанова,"{'id': 4105058, 'name': 'Елена Хазанова', 'enName': '', 'photo': '', 'sex': 'Женский', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
483,https://www.ivi.ru//watch/467529,Умная Маша,2022,Россия,Комедии,7.3,Андрей Никифоров,"{'id': 4545235, 'name': 'Андрей Никифоров', 'enName': '', 'photo': 'https:https://avatars.mds.yandex.net/get-kinopoisk-image/10893610/1cc45cb9-9636-44f7-b058-06d03c05efba/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1986-02-28T00:00:00.000Z', 'death': '', 'age': 38}",1986-02-28,
484,https://www.ivi.ru//watch/433499,Артек. Большое путешествие,2022,Россия,Комедии,8.5,Карен Захаров,"{'id': 1557058, 'name': 'Карен Захаров', 'enName': '', 'photo': 'https:https://avatars.mds.yandex.net/get-kinopoisk-image/4486454/bad0eb81-f4ea-4f73-8821-010e6e37cf44/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1976-06-21T00:00:00.000Z', 'death': '', 'age': 48}",1976-06-21,
485,https://www.ivi.ru//watch/melodiya-na-dva-golosa,Мелодия на два голоса,2015,Россия,Мелодрамы,7.4,Сергей Мезенцев,"{'id': 2764996, 'name': 'Сергей Мезенцев', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/fc03edd2-bac1-4c29-bfd6-25f91209e500/orig', 'sex': 'Мужской', 'growth': 194, 'birthday': '1982-11-14T00:00:00.000Z', 'death': '', 'age': 42}",1982-11-14,
486,https://www.ivi.ru//watch/t-34-televersiya,Т-34. Полная версия,2020,Россия,Военные,8.7,Алексей Сидоров,"{'id': 2547862, 'name': 'Алексей Сидоров', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
487,https://www.ivi.ru//watch/214951,Бабушка легкого поведения 2,2019,Россия,Комедии,7.9,Марюс Вайсберг,"{'id': 42472, 'name': 'Марюс Вайсберг', 'enName': '', 'photo': 'https:https://avatars.mds.yandex.net/get-kinopoisk-image/4483445/6c8ba565-40d4-4c10-a156-2dc5814d4702/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1971-04-01T00:00:00.000Z', 'death': '', 'age': 53}",1971-04-01,
488,https://www.ivi.ru//watch/po-lyubvi,По любви,2025,Россия,Комедии,7.7,Борис Милованов,"{'id': 5388468, 'name': 'Борис Милованов', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/b6b6fb70-549c-43ac-9028-383dae438366/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1987-05-05T00:00:00.000Z', 'death': '', 'age': 37}",1987-05-05,
489,https://www.ivi.ru//watch/domovenok-kuzya,Домовёнок Кузя,2024,Россия,Комедии,8.2,Виктор Лакисов,"{'id': 1204032, 'name': 'Виктор Лакисов', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/b284b590-3e92-4445-aecd-762db125897a/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1976-07-23T00:00:00.000Z', 'death': '', 'age': 48}",1976-07-23,
